20250404-155933,BiLSTM,0.14462092770161056,0.12710771296921183,0.11548801220790077,0.7946216617210683,0.0003,8,50
20250404-155933,BiLSTM,0.16123928062838733,0.15606417661741848,0.15584315598463871,0.8048961424332344,0.0003,8,50
20250404-155933,BiLSTM,0.17516660324261799,0.1399055799849215,0.1377912440486569,0.7989614243323442,0.0003,8,50
20250404-155933,BiLSTM,0.18552161981384208,0.15648222963345593,0.15747479270661052,0.8035608308605341,0.0003,8,50
20250404-155933,BiLSTM,0.19761443547197338,0.1491388722892259,0.15065937299421184,0.8040430267062314,0.0003,8,50
20250404-155933,BiLSTM,0.19005950971724905,0.13392329242097545,0.1284604714490927,0.7988501483679525,0.0003,8,50
20250404-155933,BiLSTM,0.2125771886003712,0.13769690986731561,0.1357255610312252,0.7954005934718101,0.0003,8,50
20250404-155933,BiLSTM,0.22036460452345522,0.17045511191316148,0.17411200657167378,0.8079005934718101,0.0003,8,50
20250404-155933,BiLSTM,0.21773775935039438,0.15637190067159212,0.16137079539193383,0.8024109792284867,0.0003,8,50
20250404-155933,BiLSTM,0.23431192655199906,0.15833977853939796,0.1663632538111042,0.8011127596439169,0.0003,8,50
20250404-155933,BiLSTM,0.21736160670643345,0.16195998915318047,0.16753992556193367,0.8075296735905044,0.0003,8,50
20250404-155933,BiLSTM,0.2850583098572424,0.18868822786214937,0.19264873614285066,0.811053412462908,0.0003,8,50
20250404-155933,BiLSTM,0.35458995017069667,0.13248965137678442,0.12523509395418947,0.7958827893175074,0.0003,8,50
20250404-155933,BiLSTM,0.36339960254594617,0.1719630074172656,0.1837801333912815,0.8048219584569732,0.0003,8,50
20250404-155933,BiLSTM,0.37768864984298833,0.1643981520717934,0.17408959562631204,0.810459940652819,0.0003,8,50
20250404-155933,BiLSTM,0.3317660704011474,0.15272518959939818,0.16009218034306236,0.8035237388724036,0.0003,8,50
20250404-155933,BiLSTM,0.40056297756642834,0.18847645061063856,0.19644820405662344,0.8127967359050445,0.0003,8,50
20250404-155933,BiLSTM,0.3937930160570059,0.1900684935862232,0.19908568888749803,0.8082344213649851,0.0003,8,50
20250404-155933,BiLSTM,0.34275143924321483,0.17218655645180925,0.1878880393018696,0.8084569732937685,0.0003,8,50
20250404-155933,BiLSTM,0.4420401994228259,0.16841565023995847,0.18279665666103484,0.8085682492581603,0.0003,8,50
20250404-155933,BiLSTM,0.3409622726631643,0.19734880161314783,0.21745879366638476,0.8099035608308606,0.0003,8,50
20250404-155933,BiLSTM,0.35893959144365517,0.1952055391407376,0.21660530940524372,0.8093100890207715,0.0003,8,50
20250404-155933,BiLSTM,0.3597225756611583,0.21068161101503366,0.22748249441991444,0.8190652818991098,0.0003,8,50
